nohup: ignoring input
Train shape: torch.Size([14031, 5, 64, 32])
Epoch: 45, Train Loss = 0.10, Valid loss = 0.12, lr = 0.00100
Epoch: 46, Train Loss = 0.10, Valid loss = 0.11, lr = 0.00100
Epoch: 47, Train Loss = 0.10, Valid loss = 0.11, lr = 0.00100
Epoch: 48, Train Loss = 0.10, Valid loss = 0.11, lr = 0.00100
Epoch: 49, Train Loss = 0.09, Valid loss = 0.11, lr = 0.00100
Epoch: 50, Train Loss = 0.09, Valid loss = 0.11, lr = 0.00100
Epoch: 51, Train Loss = 0.09, Valid loss = 0.11, lr = 0.00100
Epoch: 52, Train Loss = 0.09, Valid loss = 0.10, lr = 0.00100
Epoch: 53, Train Loss = 0.09, Valid loss = 0.10, lr = 0.00100
Epoch: 54, Train Loss = 0.08, Valid loss = 0.10, lr = 0.00100
Epoch: 55, Train Loss = 0.08, Valid loss = 0.10, lr = 0.00100
Epoch: 56, Train Loss = 0.08, Valid loss = 0.10, lr = 0.00100
Epoch: 57, Train Loss = 0.08, Valid loss = 0.10, lr = 0.00100
Epoch: 58, Train Loss = 0.08, Valid loss = 0.09, lr = 0.00100
Epoch: 59, Train Loss = 0.08, Valid loss = 0.09, lr = 0.00100
Epoch: 60, Train Loss = 0.11, Valid loss = 0.09, lr = 0.00100
Epoch: 61, Train Loss = 0.08, Valid loss = 0.09, lr = 0.00100
Epoch: 62, Train Loss = 0.08, Valid loss = 0.09, lr = 0.00100
Epoch: 63, Train Loss = 0.08, Valid loss = 0.09, lr = 0.00100
Epoch: 64, Train Loss = 0.07, Valid loss = 0.09, lr = 0.00100
Epoch: 65, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 66, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 67, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 68, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 69, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 70, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 71, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 72, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 73, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 74, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 75, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 76, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 77, Train Loss = 0.10, Valid loss = 0.08, lr = 0.00100
Epoch: 78, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 79, Train Loss = 0.07, Valid loss = 0.08, lr = 0.00100
Epoch: 80, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 81, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 82, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 83, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 84, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 85, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 86, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 87, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 88, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 89, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 90, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 91, Train Loss = 0.10, Valid loss = 0.07, lr = 0.00100
Epoch: 92, Train Loss = 0.07, Valid loss = 0.07, lr = 0.00100
Epoch: 93, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 94, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 95, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 96, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 97, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 98, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 99, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 100, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 101, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 102, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 103, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 104, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 105, Train Loss = 0.32, Valid loss = 0.26, lr = 0.00100
Epoch: 106, Train Loss = 0.15, Valid loss = 0.09, lr = 0.00100
Epoch: 107, Train Loss = 0.08, Valid loss = 0.07, lr = 0.00100
Epoch: 108, Train Loss = 0.07, Valid loss = 0.07, lr = 0.00100
Epoch: 109, Train Loss = 0.06, Valid loss = 0.07, lr = 0.00100
Epoch: 110, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 111, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 112, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 113, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 114, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 115, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 116, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 117, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 118, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 119, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 120, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 121, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 122, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 123, Train Loss = 0.06, Valid loss = 0.06, lr = 0.00100
Epoch: 124, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 125, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 126, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 127, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 128, Train Loss = 0.07, Valid loss = 0.06, lr = 0.00100
Epoch: 129, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 130, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 131, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 132, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 133, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 134, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 135, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 136, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 137, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 138, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 139, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 140, Train Loss = 0.07, Valid loss = 0.06, lr = 0.00100
Epoch: 141, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 142, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 143, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 144, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 145, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 146, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 147, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 148, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 149, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 150, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 151, Train Loss = 0.07, Valid loss = 0.06, lr = 0.00100
Epoch: 152, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 153, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 154, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 155, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 156, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 157, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 158, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 159, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 160, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 161, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 162, Train Loss = 0.07, Valid loss = 0.06, lr = 0.00100
Epoch: 163, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 164, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 165, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 166, Train Loss = 0.05, Valid loss = 0.06, lr = 0.00100
Epoch: 167, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 168, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 169, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 170, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 171, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 172, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 173, Train Loss = 0.08, Valid loss = 0.06, lr = 0.00100
Epoch: 174, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 175, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 176, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 177, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 178, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
Epoch: 179, Train Loss = 0.05, Valid loss = 0.05, lr = 0.00100
